# Expanded Genesis Nova corpus
0+0 => 0 | route=1
31+19 => 50 | route=1
31-19 => 12 | route=1
31/19 => 1 | route=1
31+20 => 51 | route=1
31-20 => 11 | route=1
31/20 => 1 | route=1
32+0 => 32 | route=1
32-0 => 32 | route=1
32+1 => 33 | route=1
32-1 => 31 | route=1
32/1 => 32 | route=1
32+2 => 34 | route=1
32-2 => 30 | route=1
32/2 => 16 | route=1
32+3 => 35 | route=1
32-3 => 29 | route=1
32/3 => 10 | route=1
32+4 => 36 | route=1
32-4 => 28 | route=1
32/4 => 8 | route=1
32+5 => 37 | route=1
32-5 => 27 | route=1
32/5 => 6 | route=1
32+6 => 38 | route=1
32-6 => 26 | route=1
32/6 => 5 | route=1
32+7 => 39 | route=1
32-7 => 25 | route=1
32/7 => 4 | route=1
32+8 => 40 | route=1
32-8 => 24 | route=1
32/8 => 4 | route=1
32+9 => 41 | route=1
32-9 => 23 | route=1
32/9 => 3 | route=1
32+10 => 42 | route=1
32-10 => 22 | route=1
32/10 => 3 | route=1
32+11 => 43 | route=1
32-11 => 21 | route=1
32/11 => 2 | route=1
32+12 => 44 | route=1
32-12 => 20 | route=1
32/12 => 2 | route=1
32+13 => 45 | route=1
32-13 => 19 | route=1
32/13 => 2 | route=1
32+14 => 46 | route=1
32-14 => 18 | route=1
32/14 => 2 | route=1
32+15 => 47 | route=1
32-15 => 17 | route=1
32/15 => 2 | route=1
32+16 => 48 | route=1
32-16 => 16 | route=1
32/16 => 2 | route=1
32+17 => 49 | route=1
32-17 => 15 | route=1
32/17 => 1 | route=1
32+18 => 50 | route=1
32-18 => 14 | route=1
32/18 => 1 | route=1
32+19 => 51 | route=1
32-19 => 13 | route=1
32/19 => 1 | route=1
32+20 => 52 | route=1
32-20 => 12 | route=1
32/20 => 1 | route=1
33+0 => 33 | route=1
33-0 => 33 | route=1
33+1 => 34 | route=1
33-1 => 32 | route=1
33/1 => 33 | route=1
33+2 => 35 | route=1
33-2 => 31 | route=1
33/2 => 16 | route=1
33+3 => 36 | route=1
33-3 => 30 | route=1
33/3 => 11 | route=1
33+4 => 37 | route=1
33-4 => 29 | route=1
33/4 => 8 | route=1
33+5 => 38 | route=1
33-5 => 28 | route=1
33/5 => 6 | route=1
33+6 => 39 | route=1
33-6 => 27 | route=1
33/6 => 5 | route=1
33+7 => 40 | route=1
33-7 => 26 | route=1
33/7 => 4 | route=1
33+8 => 41 | route=1
33-8 => 25 | route=1
33/8 => 4 | route=1
33+9 => 42 | route=1
33-9 => 24 | route=1
33/9 => 3 | route=1
33+10 => 43 | route=1
33-10 => 23 | route=1
33/10 => 3 | route=1
33+11 => 44 | route=1
33-11 => 22 | route=1
33/11 => 3 | route=1
33+12 => 45 | route=1
33-12 => 21 | route=1
33/12 => 2 | route=1
33+13 => 46 | route=1
33-13 => 20 | route=1
33/13 => 2 | route=1
33+14 => 47 | route=1
33-14 => 19 | route=1
33/14 => 2 | route=1
33+15 => 48 | route=1
33-15 => 18 | route=1
33/15 => 2 | route=1
33+16 => 49 | route=1
33-16 => 17 | route=1
33/16 => 2 | route=1
33+17 => 50 | route=1
33-17 => 16 | route=1
33/17 => 1 | route=1
33+18 => 51 | route=1
33-18 => 15 | route=1
33/18 => 1 | route=1
33+19 => 52 | route=1
33-19 => 14 | route=1
33/19 => 1 | route=1
33+20 => 53 | route=1
33-20 => 13 | route=1
33/20 => 1 | route=1
34+0 => 34 | route=1
34-0 => 34 | route=1
34+1 => 35 | route=1
34-1 => 33 | route=1
34/1 => 34 | route=1
34+2 => 36 | route=1
34-2 => 32 | route=1
34/2 => 17 | route=1
34+3 => 37 | route=1
34-3 => 31 | route=1
34/3 => 11 | route=1
34+4 => 38 | route=1
34-4 => 30 | route=1
34/4 => 8 | route=1
34+5 => 39 | route=1
34-5 => 29 | route=1
34/5 => 6 | route=1
34+6 => 40 | route=1
34-6 => 28 | route=1
34/6 => 5 | route=1
34+7 => 41 | route=1
34-7 => 27 | route=1
34/7 => 4 | route=1
34+8 => 42 | route=1
34-8 => 26 | route=1
34/8 => 4 | route=1
34+9 => 43 | route=1
34-9 => 25 | route=1
34/9 => 3 | route=1
34+10 => 44 | route=1
34-10 => 24 | route=1
34/10 => 3 | route=1
34+11 => 45 | route=1
34-11 => 23 | route=1
34/11 => 3 | route=1
34+12 => 46 | route=1
34-12 => 22 | route=1
34/12 => 2 | route=1
34+13 => 47 | route=1
34-13 => 21 | route=1
34/13 => 2 | route=1
34+14 => 48 | route=1
34-14 => 20 | route=1
34/14 => 2 | route=1
34+15 => 49 | route=1
34-15 => 19 | route=1
34/15 => 2 | route=1
34+16 => 50 | route=1
34-16 => 18 | route=1
34/16 => 2 | route=1
34+17 => 51 | route=1
34-17 => 17 | route=1
34/17 => 2 | route=1
34+18 => 52 | route=1
34-18 => 16 | route=1
34/18 => 1 | route=1
34+19 => 53 | route=1
34-19 => 15 | route=1
34/19 => 1 | route=1
34+20 => 54 | route=1
34-20 => 14 | route=1
34/20 => 1 | route=1
35+0 => 35 | route=1
35-0 => 35 | route=1
35+1 => 36 | route=1
35-1 => 34 | route=1
35/1 => 35 | route=1
35+2 => 37 | route=1
35-2 => 33 | route=1
35/2 => 17 | route=1
35+3 => 38 | route=1
35-3 => 32 | route=1
35/3 => 11 | route=1
35+4 => 39 | route=1
35-4 => 31 | route=1
35/4 => 8 | route=1
35+5 => 40 | route=1
35-5 => 30 | route=1
35/5 => 7 | route=1
35+6 => 41 | route=1
35-6 => 29 | route=1
35/6 => 5 | route=1
35+7 => 42 | route=1
35-7 => 28 | route=1
35/7 => 5 | route=1
35+8 => 43 | route=1
35-8 => 27 | route=1
35/8 => 4 | route=1
35+9 => 44 | route=1
35-9 => 26 | route=1
35/9 => 3 | route=1
35+10 => 45 | route=1
35-10 => 25 | route=1
35/10 => 3 | route=1
35+11 => 46 | route=1
35-11 => 24 | route=1
35/11 => 3 | route=1
35+12 => 47 | route=1
35-12 => 23 | route=1
35/12 => 2 | route=1
35+13 => 48 | route=1
35-13 => 22 | route=1
35/13 => 2 | route=1
35+14 => 49 | route=1
35-14 => 21 | route=1
35/14 => 2 | route=1
35+15 => 50 | route=1
35-15 => 20 | route=1
35/15 => 2 | route=1
35+16 => 51 | route=1
35-16 => 19 | route=1
35/16 => 2 | route=1
35+17 => 52 | route=1
35-17 => 18 | route=1
35/17 => 2 | route=1
35+18 => 53 | route=1
35-18 => 17 | route=1
35/18 => 1 | route=1
35+19 => 54 | route=1
35-19 => 16 | route=1
35/19 => 1 | route=1
35+20 => 55 | route=1
35-20 => 15 | route=1
35/20 => 1 | route=1
36+0 => 36 | route=1
36-0 => 36 | route=1
36+1 => 37 | route=1
36-1 => 35 | route=1
36/1 => 36 | route=1
36+2 => 38 | route=1
36-2 => 34 | route=1
36/2 => 18 | route=1
36+3 => 39 | route=1
36-3 => 33 | route=1
36/3 => 12 | route=1
36+4 => 40 | route=1
36-4 => 32 | route=1
36/4 => 9 | route=1
36+5 => 41 | route=1
36-5 => 31 | route=1
36/5 => 7 | route=1
36+6 => 42 | route=1
36-6 => 30 | route=1
36/6 => 6 | route=1
36+7 => 43 | route=1
36-7 => 29 | route=1
36/7 => 5 | route=1
36+8 => 44 | route=1
36-8 => 28 | route=1
36/8 => 4 | route=1
36+9 => 45 | route=1
36-9 => 27 | route=1
36/9 => 4 | route=1
36+10 => 46 | route=1
36-10 => 26 | route=1
36/10 => 3 | route=1
36+11 => 47 | route=1
36-11 => 25 | route=1
36/11 => 3 | route=1
36+12 => 48 | route=1
36-12 => 24 | route=1
36/12 => 3 | route=1
36+13 => 49 | route=1
36-13 => 23 | route=1
36/13 => 2 | route=1
36+14 => 50 | route=1
36-14 => 22 | route=1
36/14 => 2 | route=1
36+15 => 51 | route=1
36-15 => 21 | route=1
36/15 => 2 | route=1
36+16 => 52 | route=1
36-16 => 20 | route=1
36/16 => 2 | route=1
36+17 => 53 | route=1
36-17 => 19 | route=1
36/17 => 2 | route=1
36+18 => 54 | route=1
36-18 => 18 | route=1
36/18 => 2 | route=1
36+19 => 55 | route=1
36-19 => 17 | route=1
36/19 => 1 | route=1
36+20 => 56 | route=1
36-20 => 16 | route=1
36/20 => 1 | route=1
37+0 => 37 | route=1
37-0 => 37 | route=1
37+1 => 38 | route=1
37-1 => 36 | route=1
37/1 => 37 | route=1
37+2 => 39 | route=1
37-2 => 35 | route=1
37/2 => 18 | route=1
37+3 => 40 | route=1
37-3 => 34 | route=1
37/3 => 12 | route=1
37+4 => 41 | route=1
37-4 => 33 | route=1
37/4 => 9 | route=1
37+5 => 42 | route=1
37-5 => 32 | route=1
37/5 => 7 | route=1
37+6 => 43 | route=1
37-6 => 31 | route=1
37/6 => 6 | route=1
37+7 => 44 | route=1
37-7 => 30 | route=1
37/7 => 5 | route=1
37+8 => 45 | route=1
37-8 => 29 | route=1
37/8 => 4 | route=1
37+9 => 46 | route=1
37-9 => 28 | route=1
37/9 => 4 | route=1
37+10 => 47 | route=1
37-10 => 27 | route=1
37/10 => 3 | route=1
37+11 => 48 | route=1
37-11 => 26 | route=1
37/11 => 3 | route=1
37+12 => 49 | route=1
37-12 => 25 | route=1
37/12 => 3 | route=1
37+13 => 50 | route=1
37-13 => 24 | route=1
37/13 => 2 | route=1
37+14 => 51 | route=1
37-14 => 23 | route=1
37/14 => 2 | route=1
37+15 => 52 | route=1
37-15 => 22 | route=1
37/15 => 2 | route=1
37+16 => 53 | route=1
37-16 => 21 | route=1
37/16 => 2 | route=1
37+17 => 54 | route=1
37-17 => 20 | route=1
37/17 => 2 | route=1
37+18 => 55 | route=1
37-18 => 19 | route=1
37/18 => 2 | route=1
37+19 => 56 | route=1
37-19 => 18 | route=1
37/19 => 1 | route=1
37+20 => 57 | route=1
37-20 => 17 | route=1
37/20 => 1 | route=1
38+0 => 38 | route=1
38-0 => 38 | route=1
38+1 => 39 | route=1
38-1 => 37 | route=1
38/1 => 38 | route=1
38+2 => 40 | route=1
38-2 => 36 | route=1
38/2 => 19 | route=1
38+3 => 41 | route=1
38-3 => 35 | route=1
38/3 => 12 | route=1
38+4 => 42 | route=1
38-4 => 34 | route=1
38/4 => 9 | route=1
38+5 => 43 | route=1
38-5 => 33 | route=1
38/5 => 7 | route=1
38+6 => 44 | route=1
38-6 => 32 | route=1
38/6 => 6 | route=1
38+7 => 45 | route=1
38-7 => 31 | route=1
38/7 => 5 | route=1
38+8 => 46 | route=1
38-8 => 30 | route=1
38/8 => 4 | route=1
38+9 => 47 | route=1
38-9 => 29 | route=1
38/9 => 4 | route=1
38+10 => 48 | route=1
38-10 => 28 | route=1
38/10 => 3 | route=1
38+11 => 49 | route=1
38-11 => 27 | route=1
38/11 => 3 | route=1
38+12 => 50 | route=1
38-12 => 26 | route=1
38/12 => 3 | route=1
38+13 => 51 | route=1
38-13 => 25 | route=1
38/13 => 2 | route=1
38+14 => 52 | route=1
38-14 => 24 | route=1
38/14 => 2 | route=1
38+15 => 53 | route=1
38-15 => 23 | route=1
38/15 => 2 | route=1
38+16 => 54 | route=1
38-16 => 22 | route=1
38/16 => 2 | route=1
38+17 => 55 | route=1
38-17 => 21 | route=1
38/17 => 2 | route=1
38+18 => 56 | route=1
38-18 => 20 | route=1
38/18 => 2 | route=1
38+19 => 57 | route=1
38-19 => 19 | route=1
38/19 => 2 | route=1
38+20 => 58 | route=1
38-20 => 18 | route=1
38/20 => 1 | route=1
39+0 => 39 | route=1
39-0 => 39 | route=1
39+1 => 40 | route=1
39-1 => 38 | route=1
39/1 => 39 | route=1
39+2 => 41 | route=1
39-2 => 37 | route=1
39/2 => 19 | route=1
39+3 => 42 | route=1
39-3 => 36 | route=1
39/3 => 13 | route=1
39+4 => 43 | route=1
39-4 => 35 | route=1
39/4 => 9 | route=1
39+5 => 44 | route=1
39-5 => 34 | route=1
39/5 => 7 | route=1
39+6 => 45 | route=1
39-6 => 33 | route=1
39/6 => 6 | route=1
39+7 => 46 | route=1
39-7 => 32 | route=1
39/7 => 5 | route=1
39+8 => 47 | route=1
39-8 => 31 | route=1
39/8 => 4 | route=1
39+9 => 48 | route=1
39-9 => 30 | route=1
39/9 => 4 | route=1
39+10 => 49 | route=1
39-10 => 29 | route=1
39/10 => 3 | route=1
39+11 => 50 | route=1
39-11 => 28 | route=1
39/11 => 3 | route=1
39+12 => 51 | route=1
39-12 => 27 | route=1
39/12 => 3 | route=1
39+13 => 52 | route=1
39-13 => 26 | route=1
39/13 => 3 | route=1
39+14 => 53 | route=1
39-14 => 25 | route=1
39/14 => 2 | route=1
39+15 => 54 | route=1
39-15 => 24 | route=1
39/15 => 2 | route=1
39+16 => 55 | route=1
39-16 => 23 | route=1
39/16 => 2 | route=1
39+17 => 56 | route=1
39-17 => 22 | route=1
39/17 => 2 | route=1
39+18 => 57 | route=1
39-18 => 21 | route=1
39/18 => 2 | route=1
39+19 => 58 | route=1
39-19 => 20 | route=1
39/19 => 2 | route=1
39+20 => 59 | route=1
39-20 => 19 | route=1
39/20 => 1 | route=1
40+0 => 40 | route=1
40-0 => 40 | route=1
40+1 => 41 | route=1
40-1 => 39 | route=1
40/1 => 40 | route=1
40+2 => 42 | route=1
40-2 => 38 | route=1
40/2 => 20 | route=1
40+3 => 43 | route=1
40-3 => 37 | route=1
40/3 => 13 | route=1
40+4 => 44 | route=1
40-4 => 36 | route=1
40/4 => 10 | route=1
40+5 => 45 | route=1
40-5 => 35 | route=1
40/5 => 8 | route=1
40+6 => 46 | route=1
40-6 => 34 | route=1
40/6 => 6 | route=1
40+7 => 47 | route=1
40-7 => 33 | route=1
40/7 => 5 | route=1
40+8 => 48 | route=1
40-8 => 32 | route=1
40/8 => 5 | route=1
40+9 => 49 | route=1
40-9 => 31 | route=1
40/9 => 4 | route=1
40+10 => 50 | route=1
40-10 => 30 | route=1
40/10 => 4 | route=1
40+11 => 51 | route=1
40-11 => 29 | route=1
40/11 => 3 | route=1
40+12 => 52 | route=1
40-12 => 28 | route=1
40/12 => 3 | route=1
40+13 => 53 | route=1
40-13 => 27 | route=1
40/13 => 3 | route=1
40+14 => 54 | route=1
40-14 => 26 | route=1
40/14 => 2 | route=1
40+15 => 55 | route=1
40-15 => 25 | route=1
40/15 => 2 | route=1
40+16 => 56 | route=1
40-16 => 24 | route=1
40/16 => 2 | route=1
40+17 => 57 | route=1
40-17 => 23 | route=1
40/17 => 2 | route=1
40+18 => 58 | route=1
40-18 => 22 | route=1
40/18 => 2 | route=1
40+19 => 59 | route=1
40-19 => 21 | route=1
40/19 => 2 | route=1
40+20 => 60 | route=1
40-20 => 20 | route=1
40/20 => 2 | route=1
say number 0 => number 0 | route=2
say number 1 => number 1 | route=2
say number 2 => number 2 | route=2
say number 3 => number 3 | route=2
say number 4 => number 4 | route=2
say number 5 => number 5 | route=2
say number 6 => number 6 | route=2
say number 7 => number 7 | route=2
say number 8 => number 8 | route=2
say number 9 => number 9 | route=2
say number 10 => number 10 | route=2
say number 11 => number 11 | route=2
say number 12 => number 12 | route=2
say number 13 => number 13 | route=2
say number 14 => number 14 | route=2
say number 15 => number 15 | route=2
say number 16 => number 16 | route=2
say number 17 => number 17 | route=2
say number 18 => number 18 | route=2
say number 19 => number 19 | route=2
say number 20 => number 20 | route=2
say number 21 => number 21 | route=2
say number 22 => number 22 | route=2
say number 23 => number 23 | route=2
say number 24 => number 24 | route=2
say number 25 => number 25 | route=2
say number 26 => number 26 | route=2
say number 27 => number 27 | route=2
say number 28 => number 28 | route=2
say number 29 => number 29 | route=2
say number 30 => number 30 | route=2
say number 31 => number 31 | route=2
say number 32 => number 32 | route=2
say number 33 => number 33 | route=2
say number 34 => number 34 | route=2
say number 35 => number 35 | route=2
say number 36 => number 36 | route=2
say number 37 => number 37 | route=2
say number 38 => number 38 | route=2
say number 39 => number 39 | route=2
say number 40 => number 40 | route=2
say number 41 => number 41 | route=2
say number 42 => number 42 | route=2
say number 43 => number 43 | route=2
say number 44 => number 44 | route=2
say number 45 => number 45 | route=2
say number 46 => number 46 | route=2
say number 47 => number 47 | route=2
say number 48 => number 48 | route=2
say number 49 => number 49 | route=2
say number 50 => number 50 | route=2
say number 51 => number 51 | route=2
say number 52 => number 52 | route=2
say number 53 => number 53 | route=2
say number 54 => number 54 | route=2
say number 55 => number 55 | route=2
say number 56 => number 56 | route=2
say number 57 => number 57 | route=2
say number 58 => number 58 | route=2
say number 59 => number 59 | route=2
say number 60 => number 60 | route=2
say number 61 => number 61 | route=2
say number 62 => number 62 | route=2
say number 63 => number 63 | route=2
say number 64 => number 64 | route=2
say number 65 => number 65 | route=2
say number 66 => number 66 | route=2
say number 67 => number 67 | route=2
say number 68 => number 68 | route=2
say number 69 => number 69 | route=2
say number 70 => number 70 | route=2
say number 71 => number 71 | route=2
say number 72 => number 72 | route=2
say number 73 => number 73 | route=2
say number 74 => number 74 | route=2
say number 75 => number 75 | route=2
say number 76 => number 76 | route=2
say number 77 => number 77 | route=2
say number 78 => number 78 | route=2
say number 79 => number 79 | route=2
say number 80 => number 80 | route=2
say hello => hello | route=2
say green => green | route=2
say blue => blue | route=2
who are you => i am genesis nova | route=3
what are you => i am a platonic reasoning model | route=3
cat and dog are different => noted contradiction cat dog | route=4
cat and tiger are similar => noted similarity cat tiger | route=4
dog and tiger are different => noted contradiction dog tiger | route=4
